"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"hsa-miR-205-5p",21.5386293713104,-7.95397415746191,0.881909102744797,-9.01904077495795,1.8974337295149e-19,8.4800692065243e-19
"hsa-miR-150-5p",30.0276021257835,-8.76765132898837,0.975503398347048,-8.98782243490367,2.52177035101027e-19,1.11843402590608e-18
"hsa-mir-378i",48.2758927123739,9.69844731323378,1.08096063225341,8.97206338866942,2.91010853825823e-19,1.28088868236972e-18
"hsa-miR-4488",108.218082239555,-11.1910265035656,1.24972727151269,-8.95477498064027,3.40429247939917e-19,1.48713829363227e-18
"hsa-miR-149-5p",10.0612042081811,-7.39202985476333,0.841584998764945,-8.78346199802918,1.58518457618542e-18,6.87307640868454e-18
"hsa-mir-193a",23.0227665882991,8.65183691597502,1.00851747774168,8.57876745512491,9.58951222962534e-18,4.12704192993506e-17
"hsa-mir-134",37.5655836837277,9.33251820478609,1.09340273035142,8.53529806148066,1.39794569725508e-17,5.97210625077353e-17
"hsa-mir-379",26.3521208253349,8.83853117976864,1.04076479565643,8.49234257024809,2.02513031047057e-17,8.58832635316353e-17
"hsa-mir-432",49.4014064932337,9.71508332869673,1.1441763634908,8.4908967172305,2.05048741139077e-17,8.63284917404375e-17
"hsa-mir-98",47.7708683707044,9.6678642934697,1.1389308751408,8.48854351435022,2.09242888383895e-17,8.74605166554268e-17
"hsa-miR-379-5p",17.0564196764265,-8.56771252073431,1.01271077252176,-8.46017713369416,2.66971697715888e-17,1.10793254552094e-16
"hsa-mir-30e",27.5808099489594,8.8995565372165,1.05645061174301,8.42401569774601,3.63795503301791e-17,1.49904388239958e-16
"hsa-miR-129-5p",23.7092654935618,-8.99108415144318,1.06835802279097,-8.41579691417951,3.90232857978073e-17,1.59665697524831e-16
"hsa-mir-181b-2",42.7824409998174,9.51094098295229,1.13172395673513,8.40394066622931,4.31740889483333e-17,1.75413606146725e-16
"hsa-mir-181b-1",42.3313004903529,9.49598819309649,1.13045590385274,8.4001402980275,4.45945517684212e-17,1.79926629010088e-16
"hsa-mir-378c",32.331773584848,9.10905246437767,1.12141118323599,8.12284789071947,4.55369891029575e-16,1.8246200461254e-15
"hsa-mir-186",26.1163123844689,8.80977614232699,1.09025031641393,8.08050776018505,6.44976529300671e-16,2.56665317481979e-15
"hsa-mir-224",12.1841761516326,7.7487515925366,0.960391628518653,8.06832479838312,7.12692448556876e-16,2.81683205858194e-15
"hsa-mir-150",32.8824336777093,9.12964685866075,1.13682581016433,8.03082299595316,9.68209566578617e-16,3.80087674447417e-15
"hsa-miR-584-5p",51.7671390895687,-10.1511144280167,1.27418206180675,-7.96676921791126,1.62876427968176e-15,6.35108756036981e-15
"hsa-mir-185",50.3328118603961,9.72057840178945,1.23644405165909,7.86172119049475,3.78890642798665e-15,1.46756975644016e-14
"hsa-mir-129-1",5.76845140615905,6.71431476151218,0.85964212927982,7.81059295818507,5.69195601418791e-15,2.17567529226525e-14
"hsa-mir-129-2",5.76845140615905,6.71431476151218,0.85964212927982,7.81059295818507,5.69195601418791e-15,2.17567529226525e-14
"hsa-mir-455",13.6208597700319,7.89481057376015,1.01230022513611,7.79888256243213,6.24577537922864e-15,2.3717617616548e-14
"hsa-mir-320d-1",8.24900846121062,7.19764855304935,0.929930629104479,7.73998438999764,9.94290210097543e-15,3.72698459397853e-14
"hsa-mir-320d-2",8.24900846121062,7.19764855304935,0.929930629104479,7.73998438999764,9.94290210097543e-15,3.72698459397853e-14
"hsa-miR-340-5p",17.4933836995318,-8.53480667902579,1.10300517267258,-7.73777575162765,1.01171085074249e-14,3.76797438641913e-14
"hsa-mir-16-2",31.7666311055019,9.07102115223333,1.17267440515126,7.73532799248169,1.0313685715828e-14,3.81672063751342e-14
"hsa-mir-16-1",32.0890314859577,9.08454575383111,1.17702761755904,7.71820951208513,1.17975168512396e-14,4.3382008168166e-14
"hsa-miR-98-5p",27.4623229175546,-9.0472872270083,1.17738056746288,-7.68425051086425,1.53895267859106e-14,5.62346859283903e-14
"hsa-miR-503-5p",19.4911785250274,-8.75765528460418,1.1579851953992,-7.56283873006259,3.94366436159047e-14,1.43204312130254e-13
